################################################################################
#
# This file has been generated by SpyGlass:
#     Report Created by: dice12
#     Report Created on: Sat Dec 21 22:49:23 2024
#     Working Directory: /mnt/home/dice12/dice/proj3/spy/pj3
#     Report Location  : ./pj3/TOP/lint/lint_turbo_rtl/spyglass_reports/lint/W287b/000/W287b003.csv
#     SpyGlass Version : SpyGlass_vQ-2020.03-SP2-3
#     Policy Name      : lint(SpyGlass_vQ-2020.03-SP2-03)
#     Comment          : Output port of an instance is not connected
#
################################################################################
#CrossProbeTag:W287b_VIOLATION_CSV_TAG
##Sheet_Prop:hidecols:1
##Sheet_Prop:cross-probe-data-col:1
##Sheet_Prop:use_violation_based_waiver:1

TagId,File Name,Line Number,Port Name,WAIVED
15,./../../rtl/LAB3/get_shared_exp.v,52,"enable_next","no"
16,./../../rtl/LAB3/get_shared_exp.v,53,"enable_next","no"
17,./../../rtl/LAB3/get_shared_exp.v,54,"enable_next","no"
18,./../../rtl/LAB3/get_shared_exp.v,55,"enable_next","no"
19,./../../rtl/LAB3/get_shared_exp.v,56,"enable_next","no"
20,./../../rtl/LAB3/get_shared_exp.v,57,"enable_next","no"
21,./../../rtl/LAB3/get_shared_exp.v,60,"enable_next","no"
22,./../../rtl/LAB3/get_shared_exp.v,61,"enable_next","no"
23,./../../rtl/LAB3/get_shared_exp.v,62,"enable_next","no"
24,./../../rtl/LAB3/get_shared_exp.v,65,"enable_next","no"
46,./../../rtl/LAB3/get_shared_exp.v,51,"enable_next","no"
