################################################################################
#
# This file has been generated by SpyGlass:
#     Report Created by: dice12
#     Report Created on: Sat Dec 21 23:06:53 2024
#     Working Directory: /mnt/home/dice12/dice/proj3/spy/pj3
#     Report Location  : ./spyglass-1/lint/lint_turbo_rtl/spyglass_reports/lint/W287b/000/W287b001.csv
#     SpyGlass Version : SpyGlass_vQ-2020.03-SP2-3
#     Policy Name      : lint(SpyGlass_vQ-2020.03-SP2-03)
#     Comment          : Output port of an instance is not connected
#
################################################################################
#CrossProbeTag:W287b_VIOLATION_CSV_TAG
##Sheet_Prop:hidecols:1
##Sheet_Prop:cross-probe-data-col:1
##Sheet_Prop:use_violation_based_waiver:1

TagId,File Name,Line Number,Port Name,WAIVED
1,../../syn/LAB3/outputs/TOP_gate.v,20,"QN","no"
2,../../syn/LAB3/outputs/TOP_gate.v,22,"QN","no"
3,../../syn/LAB3/outputs/TOP_gate.v,24,"QN","no"
4,../../syn/LAB3/outputs/TOP_gate.v,26,"QN","no"
5,../../syn/LAB3/outputs/TOP_gate.v,67,"QN","no"
6,../../syn/LAB3/outputs/TOP_gate.v,69,"QN","no"
7,../../syn/LAB3/outputs/TOP_gate.v,71,"QN","no"
8,../../syn/LAB3/outputs/TOP_gate.v,73,"QN","no"
9,../../syn/LAB3/outputs/TOP_gate.v,75,"QN","no"
10,../../syn/LAB3/outputs/TOP_gate.v,77,"QN","no"
11,../../syn/LAB3/outputs/TOP_gate.v,117,"QN","no"
12,../../syn/LAB3/outputs/TOP_gate.v,119,"QN","no"
13,../../syn/LAB3/outputs/TOP_gate.v,121,"QN","no"
14,../../syn/LAB3/outputs/TOP_gate.v,123,"QN","no"
15,../../syn/LAB3/outputs/TOP_gate.v,125,"QN","no"
16,../../syn/LAB3/outputs/TOP_gate.v,167,"QN","no"
17,../../syn/LAB3/outputs/TOP_gate.v,169,"QN","no"
18,../../syn/LAB3/outputs/TOP_gate.v,171,"QN","no"
19,../../syn/LAB3/outputs/TOP_gate.v,173,"QN","no"
20,../../syn/LAB3/outputs/TOP_gate.v,175,"QN","no"
22,../../syn/LAB3/outputs/TOP_gate.v,219,"QN","no"
23,../../syn/LAB3/outputs/TOP_gate.v,221,"QN","no"
24,../../syn/LAB3/outputs/TOP_gate.v,223,"QN","no"
25,../../syn/LAB3/outputs/TOP_gate.v,225,"QN","no"
26,../../syn/LAB3/outputs/TOP_gate.v,227,"QN","no"
28,../../syn/LAB3/outputs/TOP_gate.v,271,"QN","no"
29,../../syn/LAB3/outputs/TOP_gate.v,273,"QN","no"
30,../../syn/LAB3/outputs/TOP_gate.v,275,"QN","no"
31,../../syn/LAB3/outputs/TOP_gate.v,277,"QN","no"
32,../../syn/LAB3/outputs/TOP_gate.v,279,"QN","no"
34,../../syn/LAB3/outputs/TOP_gate.v,323,"QN","no"
35,../../syn/LAB3/outputs/TOP_gate.v,325,"QN","no"
36,../../syn/LAB3/outputs/TOP_gate.v,327,"QN","no"
37,../../syn/LAB3/outputs/TOP_gate.v,329,"QN","no"
38,../../syn/LAB3/outputs/TOP_gate.v,331,"QN","no"
39,../../syn/LAB3/outputs/TOP_gate.v,374,"QN","no"
40,../../syn/LAB3/outputs/TOP_gate.v,376,"QN","no"
41,../../syn/LAB3/outputs/TOP_gate.v,378,"QN","no"
42,../../syn/LAB3/outputs/TOP_gate.v,380,"QN","no"
43,../../syn/LAB3/outputs/TOP_gate.v,382,"QN","no"
44,../../syn/LAB3/outputs/TOP_gate.v,423,"QN","no"
45,../../syn/LAB3/outputs/TOP_gate.v,425,"QN","no"
46,../../syn/LAB3/outputs/TOP_gate.v,427,"QN","no"
47,../../syn/LAB3/outputs/TOP_gate.v,429,"QN","no"
48,../../syn/LAB3/outputs/TOP_gate.v,431,"QN","no"
49,../../syn/LAB3/outputs/TOP_gate.v,472,"QN","no"
50,../../syn/LAB3/outputs/TOP_gate.v,474,"QN","no"
51,../../syn/LAB3/outputs/TOP_gate.v,476,"QN","no"
52,../../syn/LAB3/outputs/TOP_gate.v,478,"QN","no"
53,../../syn/LAB3/outputs/TOP_gate.v,480,"QN","no"
54,../../syn/LAB3/outputs/TOP_gate.v,521,"QN","no"
55,../../syn/LAB3/outputs/TOP_gate.v,523,"QN","no"
56,../../syn/LAB3/outputs/TOP_gate.v,525,"QN","no"
57,../../syn/LAB3/outputs/TOP_gate.v,527,"QN","no"
58,../../syn/LAB3/outputs/TOP_gate.v,529,"QN","no"
59,../../syn/LAB3/outputs/TOP_gate.v,570,"QN","no"
60,../../syn/LAB3/outputs/TOP_gate.v,572,"QN","no"
61,../../syn/LAB3/outputs/TOP_gate.v,574,"QN","no"
62,../../syn/LAB3/outputs/TOP_gate.v,576,"QN","no"
63,../../syn/LAB3/outputs/TOP_gate.v,578,"QN","no"
64,../../syn/LAB3/outputs/TOP_gate.v,619,"QN","no"
65,../../syn/LAB3/outputs/TOP_gate.v,621,"QN","no"
66,../../syn/LAB3/outputs/TOP_gate.v,623,"QN","no"
67,../../syn/LAB3/outputs/TOP_gate.v,625,"QN","no"
68,../../syn/LAB3/outputs/TOP_gate.v,627,"QN","no"
