################################################################################
#
# This file has been generated by SpyGlass:
#     Report Created by: dice12
#     Report Created on: Sat Dec 21 23:06:53 2024
#     Working Directory: /mnt/home/dice12/dice/proj3/spy/pj3
#     Report Location  : ./spyglass-1/lint/lint_turbo_rtl/spyglass_reports/lint/W287b/000/W287b005.csv
#     SpyGlass Version : SpyGlass_vQ-2020.03-SP2-3
#     Policy Name      : lint(SpyGlass_vQ-2020.03-SP2-03)
#     Comment          : Output port of an instance is not connected
#
################################################################################
#CrossProbeTag:W287b_VIOLATION_CSV_TAG
##Sheet_Prop:hidecols:1
##Sheet_Prop:cross-probe-data-col:1
##Sheet_Prop:use_violation_based_waiver:1

TagId,File Name,Line Number,Port Name,WAIVED
769,../../syn/LAB3/outputs/TOP_gate.v,4124,"C1","no"
770,../../syn/LAB3/outputs/TOP_gate.v,4125,"C1","no"
771,../../syn/LAB3/outputs/TOP_gate.v,4126,"C1","no"
772,../../syn/LAB3/outputs/TOP_gate.v,4127,"C1","no"
773,../../syn/LAB3/outputs/TOP_gate.v,4128,"C1","no"
774,../../syn/LAB3/outputs/TOP_gate.v,4129,"C1","no"
775,../../syn/LAB3/outputs/TOP_gate.v,4130,"C1","no"
776,../../syn/LAB3/outputs/TOP_gate.v,4131,"C1","no"
777,../../syn/LAB3/outputs/TOP_gate.v,4132,"C1","no"
778,../../syn/LAB3/outputs/TOP_gate.v,4133,"C1","no"
779,../../syn/LAB3/outputs/TOP_gate.v,4134,"C1","no"
780,../../syn/LAB3/outputs/TOP_gate.v,4135,"C1","no"
781,../../syn/LAB3/outputs/TOP_gate.v,4136,"C1","no"
782,../../syn/LAB3/outputs/TOP_gate.v,4137,"C1","no"
783,../../syn/LAB3/outputs/TOP_gate.v,4138,"C1","no"
784,../../syn/LAB3/outputs/TOP_gate.v,4139,"C1","no"
785,../../syn/LAB3/outputs/TOP_gate.v,4140,"C1","no"
786,../../syn/LAB3/outputs/TOP_gate.v,4141,"C1","no"
787,../../syn/LAB3/outputs/TOP_gate.v,4142,"C1","no"
788,../../syn/LAB3/outputs/TOP_gate.v,4143,"C1","no"
789,../../syn/LAB3/outputs/TOP_gate.v,4144,"C1","no"
790,../../syn/LAB3/outputs/TOP_gate.v,4145,"C1","no"
791,../../syn/LAB3/outputs/TOP_gate.v,4148,"C1","no"
792,../../syn/LAB3/outputs/TOP_gate.v,4149,"C1","no"
793,../../syn/LAB3/outputs/TOP_gate.v,4150,"C1","no"
794,../../syn/LAB3/outputs/TOP_gate.v,4151,"C1","no"
795,../../syn/LAB3/outputs/TOP_gate.v,4152,"C1","no"
796,../../syn/LAB3/outputs/TOP_gate.v,4153,"C1","no"
797,../../syn/LAB3/outputs/TOP_gate.v,4154,"C1","no"
798,../../syn/LAB3/outputs/TOP_gate.v,4155,"C1","no"
799,../../syn/LAB3/outputs/TOP_gate.v,4156,"C1","no"
800,../../syn/LAB3/outputs/TOP_gate.v,4157,"C1","no"
801,../../syn/LAB3/outputs/TOP_gate.v,4158,"C1","no"
802,../../syn/LAB3/outputs/TOP_gate.v,4159,"C1","no"
803,../../syn/LAB3/outputs/TOP_gate.v,4160,"C1","no"
804,../../syn/LAB3/outputs/TOP_gate.v,4161,"C1","no"
805,../../syn/LAB3/outputs/TOP_gate.v,4162,"C1","no"
806,../../syn/LAB3/outputs/TOP_gate.v,4163,"C1","no"
807,../../syn/LAB3/outputs/TOP_gate.v,4164,"C1","no"
808,../../syn/LAB3/outputs/TOP_gate.v,4165,"C1","no"
809,../../syn/LAB3/outputs/TOP_gate.v,4166,"C1","no"
810,../../syn/LAB3/outputs/TOP_gate.v,4167,"C1","no"
811,../../syn/LAB3/outputs/TOP_gate.v,4168,"C1","no"
812,../../syn/LAB3/outputs/TOP_gate.v,4169,"C1","no"
813,../../syn/LAB3/outputs/TOP_gate.v,4170,"C1","no"
814,../../syn/LAB3/outputs/TOP_gate.v,4171,"C1","no"
815,../../syn/LAB3/outputs/TOP_gate.v,4172,"C1","no"
816,../../syn/LAB3/outputs/TOP_gate.v,4173,"C1","no"
817,../../syn/LAB3/outputs/TOP_gate.v,4174,"C1","no"
818,../../syn/LAB3/outputs/TOP_gate.v,4175,"C1","no"
819,../../syn/LAB3/outputs/TOP_gate.v,4176,"C1","no"
820,../../syn/LAB3/outputs/TOP_gate.v,4177,"C1","no"
821,../../syn/LAB3/outputs/TOP_gate.v,4178,"C1","no"
822,../../syn/LAB3/outputs/TOP_gate.v,4179,"C1","no"
823,../../syn/LAB3/outputs/TOP_gate.v,4180,"C1","no"
824,../../syn/LAB3/outputs/TOP_gate.v,4181,"C1","no"
825,../../syn/LAB3/outputs/TOP_gate.v,4182,"C1","no"
826,../../syn/LAB3/outputs/TOP_gate.v,4183,"C1","no"
827,../../syn/LAB3/outputs/TOP_gate.v,4184,"C1","no"
828,../../syn/LAB3/outputs/TOP_gate.v,4185,"C1","no"
829,../../syn/LAB3/outputs/TOP_gate.v,4186,"C1","no"
830,../../syn/LAB3/outputs/TOP_gate.v,4187,"C1","no"
831,../../syn/LAB3/outputs/TOP_gate.v,4188,"C1","no"
832,../../syn/LAB3/outputs/TOP_gate.v,4189,"C1","no"
833,../../syn/LAB3/outputs/TOP_gate.v,4190,"C1","no"
834,../../syn/LAB3/outputs/TOP_gate.v,4191,"C1","no"
